OPEN,HIGH,LOW,CLOSE,Volume,Dividends,Stock Splits,CODES,DATES,POSITIONS,COST,ASSETS,PERCENTAGE
53.3500,53.4000,52.8000,53.1200,38100000,0.0000,0,QQQ,2011-05-03,130.0000,6737.1000,6935.5000,1.0294
53.1500,53.2900,52.6000,53.0400,53097200,0.0000,0,QQQ,2011-05-04,130.0000,6737.1000,6909.5000,1.0256
52.7800,53.3800,52.5700,52.7500,72200000,0.0000,0,QQQ,2011-05-05,130.0000,6737.1000,6861.4000,1.0185
53.2800,53.5800,52.7800,52.9200,72507000,0.0000,0,QQQ,2011-05-06,130.0000,6737.1000,6926.4000,1.0281
53.0100,53.3300,52.8100,53.1200,40022000,0.0000,0,QQQ,2011-05-09,140.0000,7267.2000,7421.4000,1.0212
53.2800,53.6600,53.2000,53.5700,38053600,0.0000,0,QQQ,2011-05-10,140.0000,7267.2000,7459.2000,1.0264
53.4900,53.6800,52.8200,53.1900,61900000,0.0000,0,QQQ,2011-05-11,140.0000,7267.2000,7488.6000,1.0305
53.0200,53.5700,52.7100,53.5000,66100000,0.0000,0,QQQ,2011-05-12,140.0000,7267.2000,7422.8000,1.0214
53.3800,53.4700,52.8500,52.8700,63506600,0.0000,0,QQQ,2011-05-13,140.0000,7267.2000,7473.2000,1.0283
52.6200,52.7900,51.8400,51.9500,73115300,0.0000,0,QQQ,2011-05-16,150.0000,7793.4000,7893.0000,1.0128
51.6800,52.1100,51.5700,52.1000,63136000,0.0000,0,QQQ,2011-05-17,150.0000,7793.4000,7752.0000,0.9947
52.0300,52.6200,51.9600,52.5300,42351100,0.0000,0,QQQ,2011-05-18,150.0000,7793.4000,7804.5000,1.0014
52.7000,52.8100,52.3600,52.6900,35015800,0.0000,0,QQQ,2011-05-19,150.0000,7793.4000,7905.0000,1.0143
52.6300,52.6900,52.2200,52.2900,44703300,0.0000,0,QQQ,2011-05-20,150.0000,7793.4000,7894.5000,1.0130
51.5700,51.7300,51.2800,51.5200,43700000,0.0000,0,QQQ,2011-05-23,160.0000,8309.1000,8251.2000,0.9930
51.6500,51.6600,51.1900,51.2000,39314800,0.0000,0,QQQ,2011-05-24,160.0000,8309.1000,8264.0000,0.9946
51.1400,51.6500,51.1100,51.4000,41369000,0.0000,0,QQQ,2011-05-25,160.0000,8309.1000,8182.4000,0.9848
51.2500,51.8600,51.2400,51.7200,40564100,0.0000,0,QQQ,2011-05-26,160.0000,8309.1000,8200.0000,0.9869
51.8100,52.0400,51.7600,51.9800,30127200,0.0000,0,QQQ,2011-05-27,160.0000,8309.1000,8289.6000,0.9977
52.4700,52.8200,52.2000,52.8200,47590100,0.0000,0,QQQ,2011-05-31,160.0000,8309.1000,8395.2000,1.0104
52.7000,52.8200,51.6300,51.6700,51795000,0.0000,0,QQQ,2011-06-01,160.0000,8309.1000,8432.0000,1.0148
51.7700,51.9600,51.4900,51.7800,50198100,0.0000,0,QQQ,2011-06-02,160.0000,8309.1000,8283.2000,0.9969
51.1900,51.5800,50.9300,51.0000,57773700,0.0000,0,QQQ,2011-06-03,160.0000,8309.1000,8190.4000,0.9857
50.8900,51.1700,50.5600,50.5900,50175600,0.0000,0,QQQ,2011-06-06,170.0000,8818.0000,8651.3000,0.9811
50.7200,50.9200,50.4600,50.5000,46311100,0.0000,0,QQQ,2011-06-07,170.0000,8818.0000,8622.4000,0.9778
50.3900,50.4800,49.9900,50.1400,46426400,0.0000,0,QQQ,2011-06-08,170.0000,8818.0000,8566.3000,0.9715
50.1500,50.4700,49.9900,50.2300,45307500,0.0000,0,QQQ,2011-06-09,170.0000,8818.0000,8525.5000,0.9668
49.9900,50.0900,49.4100,49.4600,53740600,0.0000,0,QQQ,2011-06-10,170.0000,8818.0000,8498.3000,0.9637
49.4800,49.7200,49.2800,49.4600,37736800,0.0000,0,QQQ,2011-06-13,180.0000,9312.8000,8906.4000,0.9564
49.8400,50.2100,49.8100,50.0900,40565300,0.0000,0,QQQ,2011-06-14,180.0000,9312.8000,8971.2000,0.9633
49.6100,49.9200,49.0400,49.1400,59022400,0.0000,0,QQQ,2011-06-15,180.0000,9312.8000,8929.8000,0.9589
49.1700,49.3300,48.5300,48.9500,66316200,0.0000,0,QQQ,2011-06-16,180.0000,9312.8000,8850.6000,0.9504
49.3500,49.5300,48.6500,48.8000,70337000,0.1200,0,QQQ,2011-06-17,180.0000,9312.8000,8883.0000,0.9538
48.6600,49.2000,48.6600,49.0500,37402900,0.0000,0,QQQ,2011-06-20,190.0000,9799.4000,9245.4000,0.9435
49.2200,50.1600,49.0100,50.1000,55892800,0.0000,0,QQQ,2011-06-21,190.0000,9799.4000,9351.8000,0.9543
49.8900,50.1800,49.7300,49.7400,36833300,0.0000,0,QQQ,2011-06-22,190.0000,9799.4000,9479.1000,0.9673
49.2000,50.2300,49.0400,50.2000,80743300,0.0000,0,QQQ,2011-06-23,190.0000,9799.4000,9348.0000,0.9539
49.9700,50.0100,49.2300,49.3300,56298300,0.0000,0,QQQ,2011-06-24,190.0000,9799.4000,9494.3000,0.9689
49.3900,50.3700,49.2800,50.1200,49968900,0.0000,0,QQQ,2011-06-27,200.0000,10293.3000,9878.0000,0.9597
50.2300,50.8700,50.1600,50.8600,47028800,0.0000,0,QQQ,2011-06-28,200.0000,10293.3000,10046.0000,0.9760
50.9800,51.1700,50.7100,51.0700,65407300,0.0000,0,QQQ,2011-06-29,200.0000,10293.3000,10196.0000,0.9905
51.2500,51.7900,51.2300,51.7500,50347200,0.0000,0,QQQ,2011-06-30,200.0000,10293.3000,10250.0000,0.9958
51.7800,52.6100,51.6400,52.5300,53203900,0.0000,0,QQQ,2011-07-01,200.0000,10293.3000,10356.0000,1.0061
52.5900,52.8500,52.4600,52.8000,43128800,0.0000,0,QQQ,2011-07-05,200.0000,10293.3000,10518.0000,1.0218
52.7300,53.0600,52.5600,52.9700,49282700,0.0000,0,QQQ,2011-07-06,200.0000,10293.3000,10546.0000,1.0245
53.3700,53.8500,53.2900,53.6900,54799800,0.0000,0,QQQ,2011-07-07,200.0000,10293.3000,10674.0000,1.0370
53.2300,53.5600,52.9500,53.5500,69519500,0.0000,0,QQQ,2011-07-08,200.0000,10293.3000,10646.0000,1.0343
52.9900,53.2600,52.4000,52.5800,52080800,0.0000,0,QQQ,2011-07-11,210.0000,10823.2000,11127.9000,1.0282
52.5700,52.6800,52.1300,52.1800,84000700,0.0000,0,QQQ,2011-07-12,210.0000,10823.2000,11039.7000,1.0200
52.5600,52.9200,52.2100,52.4000,82378100,0.0000,0,QQQ,2011-07-13,210.0000,10823.2000,11037.6000,1.0198
52.5300,52.7800,51.5900,51.7900,98774200,0.0000,0,QQQ,2011-07-14,210.0000,10823.2000,11031.3000,1.0192
52.3700,52.4800,51.9900,52.4800,68281500,0.0000,0,QQQ,2011-07-15,210.0000,10823.2000,10997.7000,1.0161
52.1900,52.4200,51.6900,52.2000,59512200,0.0000,0,QQQ,2011-07-18,220.0000,11345.1000,11481.8000,1.0120
52.7000,53.4300,52.7000,53.3900,73904600,0.0000,0,QQQ,2011-07-19,220.0000,11345.1000,11594.0000,1.0219
53.6900,53.6900,53.0700,53.1600,57085500,0.0000,0,QQQ,2011-07-20,220.0000,11345.1000,11811.8000,1.0411
53.2100,53.8100,52.9200,53.5100,70148800,0.0000,0,QQQ,2011-07-21,220.0000,11345.1000,11706.2000,1.0318
53.4900,54.1600,53.4500,54.0700,43620400,0.0000,0,QQQ,2011-07-22,220.0000,11345.1000,11767.8000,1.0373
53.6400,54.2600,53.5400,53.9600,48916100,0.0000,0,QQQ,2011-07-25,230.0000,11881.5000,12337.2000,1.0384
53.9200,54.2800,53.8100,54.0900,40918900,0.0000,0,QQQ,2011-07-26,230.0000,11881.5000,12401.6000,1.0438
53.7400,53.7900,52.5600,52.7000,83969500,0.0000,0,QQQ,2011-07-27,230.0000,11881.5000,12360.2000,1.0403
52.7200,53.4600,52.5200,52.7900,61031900,0.0000,0,QQQ,2011-07-28,230.0000,11881.5000,12125.6000,1.0205
52.3600,53.1700,52.1100,52.6200,82860500,0.0000,0,QQQ,2011-07-29,230.0000,11881.5000,12042.8000,1.0136
53.2500,53.3600,51.7400,52.3700,85421100,0.0000,0,QQQ,2011-08-01,240.0000,12414.0000,12780.0000,1.0295
52.1300,52.3600,50.9900,51.0500,90853300,0.0000,0,QQQ,2011-08-02,240.0000,12414.0000,12511.2000,1.0078
51.1100,51.6000,50.2100,51.5400,103612300,0.0000,0,QQQ,2011-08-03,240.0000,12414.0000,12266.4000,0.9881
50.8000,50.8800,49.1400,49.1400,132830000,0.0000,0,QQQ,2011-08-04,240.0000,12414.0000,12192.0000,0.9821
49.6400,49.9200,47.4600,48.8300,214111800,0.0000,0,QQQ,2011-08-05,240.0000,12414.0000,11913.6000,0.9597
47.3400,48.1900,45.8900,45.8900,204804500,0.0000,0,QQQ,2011-08-08,250.0000,12887.4000,11835.0000,0.9183
46.5800,48.1500,45.2900,48.1100,193707100,0.0000,0,QQQ,2011-08-09,250.0000,12887.4000,11645.0000,0.9036
47.0200,48.1200,46.0800,46.1400,205917900,0.0000,0,QQQ,2011-08-10,250.0000,12887.4000,11755.0000,0.9121
46.8000,48.7100,46.5700,48.1700,143825300,0.0000,0,QQQ,2011-08-11,250.0000,12887.4000,11700.0000,0.9079
48.4700,48.9000,47.9700,48.6000,90483300,0.0000,0,QQQ,2011-08-12,250.0000,12887.4000,12117.5000,0.9403
48.8000,49.3100,48.5600,49.3100,73554300,0.0000,0,QQQ,2011-08-15,260.0000,13375.4000,12688.0000,0.9486
48.8300,49.3000,48.2400,48.9000,89219200,0.0000,0,QQQ,2011-08-16,260.0000,13375.4000,12695.8000,0.9492
48.9600,49.3700,48.1000,48.6100,84416600,0.0000,0,QQQ,2011-08-17,260.0000,13375.4000,12729.6000,0.9517
47.2900,47.3000,45.7900,46.2200,130019400,0.0000,0,QQQ,2011-08-18,260.0000,13375.4000,12295.4000,0.9193
45.7400,46.8700,45.3500,45.3900,96674600,0.0000,0,QQQ,2011-08-19,260.0000,13375.4000,11892.4000,0.8891
46.4700,46.4800,45.4100,45.5500,77107700,0.0000,0,QQQ,2011-08-22,270.0000,13840.1000,12546.9000,0.9066
45.8600,47.4300,45.6700,47.4300,75688400,0.0000,0,QQQ,2011-08-23,270.0000,13840.1000,12382.2000,0.8947
47.2900,47.8900,46.9100,47.8000,80197700,0.0000,0,QQQ,2011-08-24,270.0000,13840.1000,12768.3000,0.9226
47.7700,47.9900,46.8500,47.0200,93623700,0.0000,0,QQQ,2011-08-25,270.0000,13840.1000,12897.9000,0.9319
46.8600,48.3600,46.4000,48.2000,91573300,0.0000,0,QQQ,2011-08-26,270.0000,13840.1000,12652.2000,0.9142
48.6800,49.5900,48.6600,49.5400,45985800,0.0000,0,QQQ,2011-08-29,280.0000,14326.9000,13630.4000,0.9514
49.3600,50.1700,49.0900,49.8700,61617900,0.0000,0,QQQ,2011-08-30,280.0000,14326.9000,13820.8000,0.9647
50.1700,50.5700,49.5300,49.9500,60900400,0.0000,0,QQQ,2011-08-31,280.0000,14326.9000,14047.6000,0.9805
50.0800,50.4700,49.4000,49.4900,57158400,0.0000,0,QQQ,2011-09-01,280.0000,14326.9000,14022.4000,0.9787
