Open,High,Low,Close,Volume,Date,POSITIONS,COST,ASSETS,PERCENTAGE
144.44,149.24,141.64,145.56,764880,2018-02-20,60.0,6804.4800000000005,8666.4,1.2736314898419863
143.64,148.2,135.8,147.48,807886,2018-02-21,60.0,6804.4800000000005,8618.4,1.2665773137697516
143.48,148.16,141.22,144.96,610723,2018-02-22,60.0,6804.4800000000005,8608.8,1.2651664785553045
141.64,142.68,133.84,133.96,541982,2018-02-23,60.0,6804.4800000000005,8498.4,1.2489418735891646
130.52,132.32,128.0,128.4,445655,2018-02-26,63.0,7196.040000000001,8222.76,1.142678473160238
130.56,142.0,128.92,140.48,687831,2018-02-27,63.0,7196.040000000001,8225.28,1.1430286657661712
136.44,147.04,136.0,146.76,609737,2018-02-28,63.0,7196.040000000001,8595.72,1.1945069788383609
146.44,163.48,145.12,156.72,1109661,2018-03-01,63.0,7196.040000000001,9225.72,1.2820551303216767
164.24,167.84,149.0,150.48,753049,2018-03-02,63.0,7196.040000000001,10347.12,1.437890839961979
153.16,153.24,142.4,143.48,680399,2018-03-05,66.0,7655.52,10108.56,1.3204276130164898
142.48,149.68,142.4,144.56,471530,2018-03-06,66.0,7655.52,9403.679999999998,1.2283528747883876
150.52,151.44,142.22,142.92,546283,2018-03-07,66.0,7655.52,9934.320000000002,1.2976675653645997
140.8,142.44,137.52,137.6,312090,2018-03-08,66.0,7655.52,9292.800000000001,1.2138692081008216
135.6,135.6,126.64,126.68,410653,2018-03-09,66.0,7655.52,8949.6,1.1690388112107342
129.0,133.36,127.96,131.96,329227,2018-03-12,69.0,8042.52,8901.0,1.106742662747497
129.64,136.64,128.48,134.8,394853,2018-03-13,69.0,8042.52,8945.16,1.1122334790588024
132.64,139.68,132.32,137.48,498163,2018-03-14,69.0,8042.52,9152.16,1.1379716805180464
135.68,138.88,132.02,133.24,356534,2018-03-15,69.0,8042.52,9361.92,1.1640530579967472
132.44,132.68,127.96,131.08,341028,2018-03-16,69.0,8042.52,9138.36,1.1362558004207637
133.84,149.76,133.6,143.28,966828,2018-03-19,72.0,8444.04,9636.48,1.1412167635397272
142.08,144.08,139.24,140.28,485103,2018-03-20,72.0,8444.04,10229.76,1.2114769707391249
138.96,139.84,130.88,138.68,824109,2018-03-21,72.0,8444.04,10005.12,1.1848735913141102
147.2,158.4,143.32,156.76,1148339,2018-03-22,72.0,8444.04,10598.4,1.2551337985135076
153.96,166.0,150.28,165.6,1262650,2018-03-23,72.0,8444.04,11085.12,1.3127744539343726
